% Device,CC1903002
% File name,CC1903002_20190622_012709
% Cast time (UTC),2019-06-22 01:27:09
% Cast time (local),2019-06-21 14:27:09
% Sample type,Invalid
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1812013
% Start longitude,-169.6575707
% Start altitude,32.136001586914062
% Start GPS horizontal error(Meter),2.4130001068115234
% Start GPS vertical error(Meter),4.440000057220459
% Start GPS number of satellites,11
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),3.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
