% Device,CC1903002
% File name,CC1903002_20190622_012537
% Cast time (UTC),2019-06-22 01:25:37
% Cast time (local),2019-06-21 14:25:37
% Sample type,Invalid
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1811742
% Start longitude,-169.6575589
% Start altitude,28.195999145507812
% Start GPS horizontal error(Meter),2.7690000534057617
% Start GPS vertical error(Meter),8.3559999465942383
% Start GPS number of satellites,9
% End latitude,-14.1811973
% End longitude,-169.6575557
% End altitude,24.381000518798828
% End GPS horizontal error(Meter),16.996000289916992
% End GPS vertical error(Meter),29.311000823974609
% End GPS number of satellites,9
% Cast duration (Seconds),14.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
