% Device,CC1903002
% File name,CC1903002_20190621_211417
% Cast time (UTC),2019-06-21 21:14:17
% Cast time (local),2019-06-21 10:14:17
% Sample type,Invalid
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1842096
% Start longitude,-169.6651625
% Start altitude,29.520999908447266
% Start GPS horizontal error(Meter),5.429999828338623
% Start GPS vertical error(Meter),7.1090002059936523
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),6.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
