% Device,CC1903002
% File name,CC1903002_20190621_211230
% Cast time (UTC),2019-06-21 21:12:30
% Cast time (local),2019-06-21 10:12:30
% Sample type,Point measurement
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1842145
% Start longitude,-169.6651477
% Start altitude,29.646999359130859
% Start GPS horizontal error(Meter),3.5680000782012939
% Start GPS vertical error(Meter),5.130000114440918
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),10.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.658350944519043,0.658350944519043,29.137298583984375,57737.65234375,53325.206330881396,35.2069335957826,1544.0231173163493,1022.1786302487039
