ident	Latitude	Longitude	time
T5534	-14.1817376	-169.6579879	2019/06/24 20:34:42+00
T5534	-14.18172327	-169.6579941	2019/06/24 20:34:47+00
T5534	-14.18171028	-169.6580078	2019/06/24 20:34:52+00
T5534	-14.18169075	-169.6580185	2019/06/24 20:34:57+00
T5534	-14.18167306	-169.6580295	2019/06/24 20:35:02+00
T5534	-14.1816573	-169.6580407	2019/06/24 20:35:07+00
T5534	-14.18164666	-169.6580468	2019/06/24 20:35:12+00
T5534	-14.18163258	-169.6580547	2019/06/24 20:35:17+00
T5534	-14.18160718	-169.658066	2019/06/24 20:35:22+00
T5534	-14.18158304	-169.6580789	2019/06/24 20:35:27+00
T5534	-14.18156225	-169.658091	2019/06/24 20:35:32+00
T5534	-14.18154825	-169.6580955	2019/06/24 20:35:37+00
T5534	-14.18153409	-169.6581001	2019/06/24 20:35:42+00
T5534	-14.18151607	-169.6581051	2019/06/24 20:35:47+00
T5534	-14.18150232	-169.6581088	2019/06/24 20:35:52+00
T5534	-14.18148539	-169.6581144	2019/06/24 20:35:57+00
T5534	-14.18146879	-169.6581239	2019/06/24 20:36:02+00
T5534	-14.1814589	-169.6581334	2019/06/24 20:36:07+00
T5534	-14.18143795	-169.6581443	2019/06/24 20:36:12+00
T5534	-14.18141272	-169.6581566	2019/06/24 20:36:17+00
T5534	-14.18139453	-169.6581685	2019/06/24 20:36:22+00
T5534	-14.18137919	-169.658182	2019/06/24 20:36:27+00
T5534	-14.18137073	-169.65819	2019/06/24 20:36:32+00
T5534	-14.18136461	-169.6581951	2019/06/24 20:36:37+00
T5534	-14.18135832	-169.6581921	2019/06/24 20:36:42+00
T5534	-14.18134147	-169.6582	2019/06/24 20:36:47+00
T5534	-14.18132555	-169.6582085	2019/06/24 20:36:52+00
T5534	-14.18131717	-169.6582196	2019/06/24 20:36:57+00
T5534	-14.18131147	-169.6582292	2019/06/24 20:37:02+00
T5534	-14.18131356	-169.6582365	2019/06/24 20:37:07+00
T5534	-14.18131884	-169.6582384	2019/06/24 20:37:12+00
T5534	-14.18132555	-169.6582501	2019/06/24 20:37:17+00
T5534	-14.18132253	-169.6582592	2019/06/24 20:37:22+00
T5534	-14.18131499	-169.6582726	2019/06/24 20:37:27+00
T5534	-14.18132077	-169.6582902	2019/06/24 20:37:32+00
T5534	-14.18133837	-169.6582916	2019/06/24 20:37:37+00
T5534	-14.18135354	-169.6582842	2019/06/24 20:37:42+00
T5534	-14.18138062	-169.6582712	2019/06/24 20:37:47+00
T5534	-14.18140576	-169.6582597	2019/06/24 20:37:52+00
T5534	-14.18144122	-169.6582551	2019/06/24 20:37:57+00
T5534	-14.18146578	-169.6582494	2019/06/24 20:38:02+00
T5534	-14.18148447	-169.658251	2019/06/24 20:38:07+00
T5534	-14.1815097	-169.6582471	2019/06/24 20:38:12+00
T5534	-14.18152764	-169.6582387	2019/06/24 20:38:17+00
T5534	-14.18155027	-169.658232	2019/06/24 20:38:22+00
T5534	-14.18156527	-169.6582244	2019/06/24 20:38:27+00
T5534	-14.18157902	-169.6582205	2019/06/24 20:38:32+00
T5534	-14.18160106	-169.6582113	2019/06/24 20:38:37+00
T5534	-14.18162914	-169.6581986	2019/06/24 20:38:42+00
T5534	-14.18164984	-169.6581893	2019/06/24 20:38:47+00
T5534	-14.18166895	-169.6581802	2019/06/24 20:38:52+00
T5534	-14.18169133	-169.6581739	2019/06/24 20:38:57+00
T5534	-14.18171296	-169.6581728	2019/06/24 20:39:02+00
T5534	-14.18173375	-169.6581738	2019/06/24 20:39:07+00
T5534	-14.18175403	-169.658172	2019/06/24 20:39:12+00
T5534	-14.18177557	-169.6581692	2019/06/24 20:39:17+00
T5534	-14.1817977	-169.6581686	2019/06/24 20:39:22+00
T5534	-14.18181865	-169.6581675	2019/06/24 20:39:27+00
T5534	-14.18184296	-169.6581682	2019/06/24 20:39:32+00
T5534	-14.18186149	-169.6581676	2019/06/24 20:39:37+00
T5534	-14.18188546	-169.6581564	2019/06/24 20:39:42+00
T5534	-14.18191136	-169.6581477	2019/06/24 20:39:47+00
T5534	-14.18193072	-169.6581457	2019/06/24 20:39:52+00
T5534	-14.18194422	-169.6581473	2019/06/24 20:39:57+00
T5534	-14.18196291	-169.6581407	2019/06/24 20:40:02+00
T5534	-14.1819795	-169.6581339	2019/06/24 20:40:07+00
T5534	-14.18200658	-169.658119	2019/06/24 20:40:12+00
T5534	-14.18203047	-169.6581071	2019/06/24 20:40:17+00
T5534	-14.18205595	-169.6580966	2019/06/24 20:40:22+00
T5534	-14.18207908	-169.6580888	2019/06/24 20:40:27+00
T5534	-14.18209987	-169.658079	2019/06/24 20:40:32+00
T5534	-14.18212191	-169.658066	2019/06/24 20:40:37+00
T5534	-14.18214186	-169.6580546	2019/06/24 20:40:42+00
T5534	-14.18215787	-169.6580481	2019/06/24 20:40:47+00
T5534	-14.18216416	-169.6580456	2019/06/24 20:40:52+00
T5534	-14.18217748	-169.6580417	2019/06/24 20:40:57+00
T5534	-14.18219123	-169.6580393	2019/06/24 20:41:02+00
T5534	-14.18219978	-169.6580381	2019/06/24 20:41:07+00
T5534	-14.18220389	-169.6580371	2019/06/24 20:41:12+00
T5534	-14.18220665	-169.6580363	2019/06/24 20:41:17+00
T5534	-14.1822059	-169.6580356	2019/06/24 20:41:22+00
T5534	-14.18220799	-169.658039	2019/06/24 20:41:27+00
T5534	-14.18221068	-169.6580462	2019/06/24 20:41:32+00
T5534	-14.18221042	-169.6580521	2019/06/24 20:41:37+00
T5534	-14.1822142	-169.6580492	2019/06/24 20:41:42+00
T5534	-14.18221504	-169.6580499	2019/06/24 20:41:47+00
T5534	-14.18222006	-169.6580521	2019/06/24 20:41:52+00
T5534	-14.18222979	-169.6580533	2019/06/24 20:41:57+00
T5534	-14.18224395	-169.65805	2019/06/24 20:42:02+00
T5534	-14.18225602	-169.6580435	2019/06/24 20:42:07+00
T5534	-14.18226139	-169.6580388	2019/06/24 20:42:12+00
T5534	-14.18226927	-169.6580393	2019/06/24 20:42:17+00
T5534	-14.18226751	-169.658049	2019/06/24 20:42:22+00
T5534	-14.18226147	-169.6580549	2019/06/24 20:42:27+00
T5534	-14.18225233	-169.6580573	2019/06/24 20:42:32+00
T5534	-14.18224202	-169.6580555	2019/06/24 20:42:37+00
T5534	-14.18223104	-169.6580578	2019/06/24 20:42:42+00
T5534	-14.18221747	-169.6580673	2019/06/24 20:42:47+00
T5534	-14.18220816	-169.6580676	2019/06/24 20:42:52+00
T5534	-14.18220154	-169.6580765	2019/06/24 20:42:57+00
T5534	-14.18219266	-169.6580877	2019/06/24 20:43:02+00
T5534	-14.18217807	-169.6580917	2019/06/24 20:43:07+00
T5534	-14.18216508	-169.6580905	2019/06/24 20:43:12+00
T5534	-14.18215242	-169.6580926	2019/06/24 20:43:17+00
T5534	-14.18213666	-169.6580906	2019/06/24 20:43:22+00
T5534	-14.18212292	-169.6580938	2019/06/24 20:43:27+00
T5534	-14.18210766	-169.6580966	2019/06/24 20:43:32+00
T5534	-14.18209241	-169.6581058	2019/06/24 20:43:37+00
T5534	-14.18207757	-169.6581184	2019/06/24 20:43:42+00
T5534	-14.18206533	-169.6581286	2019/06/24 20:43:47+00
T5534	-14.18205385	-169.6581372	2019/06/24 20:43:52+00
T5534	-14.18204212	-169.6581391	2019/06/24 20:43:57+00
T5534	-14.18203549	-169.6581446	2019/06/24 20:44:02+00
T5534	-14.18203524	-169.6581526	2019/06/24 20:44:07+00
T5534	-14.18203432	-169.6581556	2019/06/24 20:44:12+00
T5534	-14.18202988	-169.6581604	2019/06/24 20:44:17+00
T5534	-14.18203055	-169.658163	2019/06/24 20:44:22+00
T5534	-14.18203524	-169.6581602	2019/06/24 20:44:27+00
T5534	-14.1820329	-169.6581541	2019/06/24 20:44:32+00
T5534	-14.1820251	-169.6581516	2019/06/24 20:44:37+00
T5534	-14.18202669	-169.658151	2019/06/24 20:44:42+00
T5534	-14.18203189	-169.6581517	2019/06/24 20:44:47+00
T5534	-14.18204161	-169.6581521	2019/06/24 20:44:52+00
T5534	-14.18204656	-169.6581446	2019/06/24 20:44:57+00
T5534	-14.18204321	-169.658144	2019/06/24 20:45:02+00
T5534	-14.18204363	-169.6581444	2019/06/24 20:45:07+00
T5534	-14.18203935	-169.6581309	2019/06/24 20:45:12+00
T5534	-14.18202443	-169.6581278	2019/06/24 20:45:17+00
T5534	-14.18202393	-169.6581265	2019/06/24 20:45:22+00
T5534	-14.18202678	-169.6581209	2019/06/24 20:45:27+00
T5534	-14.1820308	-169.6581205	2019/06/24 20:45:32+00
T5534	-14.18202678	-169.6581261	2019/06/24 20:45:37+00
T5534	-14.1820199	-169.6581323	2019/06/24 20:45:42+00
T5534	-14.18201638	-169.6581396	2019/06/24 20:45:47+00
T5534	-14.18201228	-169.6581466	2019/06/24 20:45:52+00
T5534	-14.18201161	-169.658144	2019/06/24 20:45:57+00
T5534	-14.18201395	-169.6581422	2019/06/24 20:46:02+00
T5534	-14.18201655	-169.6581422	2019/06/24 20:46:07+00
T5534	-14.1820189	-169.6581432	2019/06/24 20:46:12+00
T5534	-14.18202267	-169.6581458	2019/06/24 20:46:17+00
T5534	-14.1820251	-169.6581517	2019/06/24 20:46:22+00
T5534	-14.18202443	-169.6581552	2019/06/24 20:46:27+00
T5534	-14.18201714	-169.6581626	2019/06/24 20:46:32+00
T5534	-14.1820163	-169.6581593	2019/06/24 20:46:37+00
T5534	-14.18202954	-169.6581417	2019/06/24 20:46:42+00
T5534	-14.18203432	-169.6581315	2019/06/24 20:46:47+00
T5534	-14.18203139	-169.6581285	2019/06/24 20:46:52+00
T5534	-14.1820334	-169.6581286	2019/06/24 20:46:57+00
T5534	-14.18203248	-169.6581308	2019/06/24 20:47:02+00
T5534	-14.1820282	-169.6581268	2019/06/24 20:47:07+00
T5534	-14.1820277	-169.6581329	2019/06/24 20:47:12+00
T5534	-14.18203675	-169.6581274	2019/06/24 20:47:17+00
T5534	-14.18204111	-169.6581329	2019/06/24 20:47:22+00
T5534	-14.18204295	-169.6581352	2019/06/24 20:47:27+00
T5534	-14.18204614	-169.6581431	2019/06/24 20:47:32+00
T5534	-14.18204329	-169.6581474	2019/06/24 20:47:37+00
T5534	-14.18204002	-169.6581491	2019/06/24 20:47:42+00
T5534	-14.18203709	-169.6581484	2019/06/24 20:47:47+00
T5534	-14.182037	-169.6581464	2019/06/24 20:47:52+00
T5534	-14.1820391	-169.6581479	2019/06/24 20:47:57+00
T5534	-14.18203591	-169.6581511	2019/06/24 20:48:02+00
T5534	-14.18203482	-169.6581546	2019/06/24 20:48:07+00
T5534	-14.18203365	-169.6581541	2019/06/24 20:48:12+00
T5534	-14.18203474	-169.6581454	2019/06/24 20:48:17+00
T5534	-14.182037	-169.6581434	2019/06/24 20:48:22+00
T5534	-14.18203918	-169.6581409	2019/06/24 20:48:27+00
T5534	-14.18203332	-169.6581389	2019/06/24 20:48:32+00
T5534	-14.18203214	-169.6581376	2019/06/24 20:48:37+00
T5534	-14.18203424	-169.6581358	2019/06/24 20:48:42+00
T5534	-14.18203935	-169.6581319	2019/06/24 20:48:47+00
T5534	-14.18204404	-169.6581288	2019/06/24 20:48:52+00
T5534	-14.18203818	-169.6581301	2019/06/24 20:48:57+00
T5534	-14.18204647	-169.6581272	2019/06/24 20:49:02+00
T5534	-14.18204555	-169.6581356	2019/06/24 20:49:07+00
T5534	-14.18203449	-169.658136	2019/06/24 20:49:12+00
T5534	-14.18202762	-169.6581323	2019/06/24 20:49:17+00
T5534	-14.18202393	-169.6581365	2019/06/24 20:49:22+00
T5534	-14.18203105	-169.658137	2019/06/24 20:49:27+00
T5534	-14.18203013	-169.6581399	2019/06/24 20:49:32+00
T5534	-14.18202988	-169.6581409	2019/06/24 20:49:37+00
T5534	-14.18203239	-169.6581441	2019/06/24 20:49:42+00
T5534	-14.18203038	-169.6581464	2019/06/24 20:49:47+00
T5534	-14.18203382	-169.658144	2019/06/24 20:49:52+00
T5534	-14.18203994	-169.6581448	2019/06/24 20:49:57+00
T5534	-14.18204254	-169.658149	2019/06/24 20:50:02+00
T5534	-14.18204857	-169.6581551	2019/06/24 20:50:07+00
T5534	-14.18205972	-169.6581627	2019/06/24 20:50:12+00
T5534	-14.18205486	-169.6581637	2019/06/24 20:50:17+00
T5534	-14.18205377	-169.658166	2019/06/24 20:50:22+00
T5534	-14.1820448	-169.6581645	2019/06/24 20:50:27+00
T5534	-14.18202493	-169.6581683	2019/06/24 20:50:32+00
T5534	-14.18200633	-169.6581761	2019/06/24 20:50:37+00
T5534	-14.18198504	-169.6581755	2019/06/24 20:50:42+00
T5534	-14.18196559	-169.6581791	2019/06/24 20:50:47+00
T5534	-14.18194539	-169.6581842	2019/06/24 20:50:52+00
T5534	-14.18192737	-169.6581862	2019/06/24 20:50:57+00
T5534	-14.1819101	-169.6581974	2019/06/24 20:51:02+00
T5534	-14.18189543	-169.658207	2019/06/24 20:51:07+00
T5534	-14.18188001	-169.6582124	2019/06/24 20:51:12+00
T5534	-14.18185847	-169.6582204	2019/06/24 20:51:17+00
T5534	-14.18185595	-169.6582321	2019/06/24 20:51:22+00
T5534	-14.18186584	-169.6582353	2019/06/24 20:51:27+00
T5534	-14.18187188	-169.6582418	2019/06/24 20:51:32+00
T5534	-14.18186341	-169.6582355	2019/06/24 20:51:37+00
T5534	-14.18186928	-169.6582338	2019/06/24 20:51:42+00
T5534	-14.18186199	-169.6582365	2019/06/24 20:51:47+00
T5534	-14.18185377	-169.6582396	2019/06/24 20:51:52+00
T5534	-14.1818443	-169.6582456	2019/06/24 20:51:57+00
T5534	-14.18183282	-169.6582412	2019/06/24 20:52:02+00
T5534	-14.1818143	-169.6582443	2019/06/24 20:52:07+00
T5534	-14.1818034	-169.6582558	2019/06/24 20:52:12+00
T5534	-14.18178479	-169.6582664	2019/06/24 20:52:17+00
T5534	-14.18176736	-169.658266	2019/06/24 20:52:22+00
T5534	-14.18175059	-169.6582689	2019/06/24 20:52:27+00
T5534	-14.18172352	-169.6582868	2019/06/24 20:52:32+00
T5534	-14.18170005	-169.6583012	2019/06/24 20:52:37+00
T5534	-14.18168488	-169.6583077	2019/06/24 20:52:42+00
T5534	-14.18166962	-169.6583075	2019/06/24 20:52:47+00
T5534	-14.18165043	-169.6583251	2019/06/24 20:52:52+00
T5534	-14.18162763	-169.6583396	2019/06/24 20:52:57+00
T5534	-14.18161388	-169.6583477	2019/06/24 20:53:02+00
T5534	-14.18160433	-169.658351	2019/06/24 20:53:07+00
T5534	-14.18158975	-169.6583534	2019/06/24 20:53:12+00
T5534	-14.18158002	-169.6583604	2019/06/24 20:53:17+00
T5534	-14.18156477	-169.6583838	2019/06/24 20:53:22+00
T5534	-14.1815537	-169.6584002	2019/06/24 20:53:27+00
T5534	-14.18155144	-169.6584121	2019/06/24 20:53:32+00
T5534	-14.18155245	-169.6584199	2019/06/24 20:53:37+00
T5534	-14.18156083	-169.6584264	2019/06/24 20:53:42+00
T5534	-14.18158891	-169.6584184	2019/06/24 20:53:47+00
T5534	-14.18161606	-169.6584038	2019/06/24 20:53:52+00
T5534	-14.18163392	-169.6583898	2019/06/24 20:53:57+00
T5534	-14.18165328	-169.6583742	2019/06/24 20:54:02+00
T5534	-14.18167549	-169.6583696	2019/06/24 20:54:07+00
T5534	-14.18169318	-169.658376	2019/06/24 20:54:12+00
T5534	-14.18171304	-169.6583732	2019/06/24 20:54:17+00
T5534	-14.18172603	-169.6583674	2019/06/24 20:54:22+00
T5534	-14.1817428	-169.658365	2019/06/24 20:54:27+00
T5534	-14.18175529	-169.6583611	2019/06/24 20:54:32+00
T5534	-14.18177155	-169.6583505	2019/06/24 20:54:37+00
T5534	-14.18179628	-169.6583394	2019/06/24 20:54:42+00
T5534	-14.18182695	-169.6583295	2019/06/24 20:54:47+00
T5534	-14.18184489	-169.6583195	2019/06/24 20:54:52+00
T5534	-14.18186652	-169.6583073	2019/06/24 20:54:57+00
T5534	-14.1818899	-169.658294	2019/06/24 20:55:02+00
T5534	-14.1819132	-169.658286	2019/06/24 20:55:07+00
T5534	-14.18193952	-169.6582759	2019/06/24 20:55:12+00
T5534	-14.18196693	-169.6582711	2019/06/24 20:55:17+00
T5534	-14.181994	-169.6582708	2019/06/24 20:55:22+00
T5534	-14.18201789	-169.65827	2019/06/24 20:55:27+00
T5534	-14.18204212	-169.6582699	2019/06/24 20:55:32+00
T5534	-14.18206248	-169.658271	2019/06/24 20:55:37+00
T5534	-14.18208386	-169.6582702	2019/06/24 20:55:42+00
T5534	-14.18210641	-169.65827	2019/06/24 20:55:47+00
T5534	-14.18213096	-169.6582674	2019/06/24 20:55:52+00
T5534	-14.18215318	-169.6582623	2019/06/24 20:55:57+00
T5534	-14.18217396	-169.6582578	2019/06/24 20:56:02+00
T5534	-14.18219928	-169.6582505	2019/06/24 20:56:07+00
T5534	-14.18221696	-169.6582448	2019/06/24 20:56:12+00
T5534	-14.18223666	-169.6582385	2019/06/24 20:56:17+00
T5534	-14.18225225	-169.6582391	2019/06/24 20:56:22+00
T5534	-14.18225787	-169.6582397	2019/06/24 20:56:27+00
T5534	-14.18226558	-169.6582418	2019/06/24 20:56:32+00
T5534	-14.18228058	-169.6582413	2019/06/24 20:56:37+00
T5534	-14.1822919	-169.6582409	2019/06/24 20:56:42+00
T5534	-14.18230053	-169.6582413	2019/06/24 20:56:47+00
T5534	-14.18230481	-169.6582421	2019/06/24 20:56:52+00
T5534	-14.18231478	-169.6582397	2019/06/24 20:56:57+00
T5534	-14.18232542	-169.6582431	2019/06/24 20:57:02+00
T5534	-14.18231629	-169.6582628	2019/06/24 20:57:07+00
T5534	-14.18230539	-169.6582783	2019/06/24 20:57:12+00
T5534	-14.18229491	-169.6582826	2019/06/24 20:57:17+00
T5534	-14.1822758	-169.6582809	2019/06/24 20:57:22+00
T5534	-14.18226491	-169.6582816	2019/06/24 20:57:27+00
T5534	-14.18225124	-169.6582851	2019/06/24 20:57:32+00
T5534	-14.18224001	-169.6582909	2019/06/24 20:57:37+00
T5534	-14.18222778	-169.6582995	2019/06/24 20:57:42+00
T5534	-14.18221671	-169.6583107	2019/06/24 20:57:47+00
T5534	-14.182195	-169.6583206	2019/06/24 20:57:52+00
T5534	-14.18218092	-169.6583225	2019/06/24 20:57:57+00
T5534	-14.18216617	-169.6583256	2019/06/24 20:58:02+00
T5534	-14.18215401	-169.6583308	2019/06/24 20:58:07+00
T5534	-14.1821401	-169.6583351	2019/06/24 20:58:12+00
T5534	-14.18212686	-169.6583415	2019/06/24 20:58:17+00
T5534	-14.18211152	-169.658352	2019/06/24 20:58:22+00
T5534	-14.18209484	-169.6583676	2019/06/24 20:58:27+00
T5534	-14.18207866	-169.6583822	2019/06/24 20:58:32+00
T5534	-14.18206181	-169.6583917	2019/06/24 20:58:37+00
T5534	-14.18204807	-169.6583983	2019/06/24 20:58:42+00
T5534	-14.18203281	-169.6584027	2019/06/24 20:58:47+00
T5534	-14.18201605	-169.6584159	2019/06/24 20:58:52+00
T5534	-14.18200297	-169.6584256	2019/06/24 20:58:57+00
T5534	-14.1819899	-169.6584307	2019/06/24 20:59:02+00
T5534	-14.18197967	-169.6584354	2019/06/24 20:59:07+00
T5534	-14.18196836	-169.658449	2019/06/24 20:59:12+00
T5534	-14.1819562	-169.6584617	2019/06/24 20:59:17+00
T5534	-14.18194229	-169.6584758	2019/06/24 20:59:22+00
T5534	-14.18192972	-169.6584819	2019/06/24 20:59:27+00
T5534	-14.18191832	-169.6584891	2019/06/24 20:59:32+00
T5534	-14.18191002	-169.6584945	2019/06/24 20:59:37+00
T5534	-14.18190147	-169.6585043	2019/06/24 20:59:42+00
T5534	-14.18189074	-169.6585136	2019/06/24 20:59:47+00
T5534	-14.18188655	-169.6585257	2019/06/24 20:59:52+00
T5534	-14.18189535	-169.6585447	2019/06/24 20:59:57+00
T5534	-14.18191345	-169.6585539	2019/06/24 21:00:02+00
T5534	-14.18193399	-169.6585571	2019/06/24 21:00:07+00
T5534	-14.18195176	-169.6585538	2019/06/24 21:00:12+00
T5534	-14.18196701	-169.6585612	2019/06/24 21:00:17+00
T5534	-14.18199015	-169.6585629	2019/06/24 21:00:22+00
T5534	-14.1820127	-169.6585632	2019/06/24 21:00:27+00
T5534	-14.18203063	-169.6585699	2019/06/24 21:00:32+00
T5534	-14.18204991	-169.6585723	2019/06/24 21:00:37+00
T5534	-14.18206818	-169.658564	2019/06/24 21:00:42+00
T5534	-14.18207204	-169.6585568	2019/06/24 21:00:47+00
T5534	-14.18207305	-169.658552	2019/06/24 21:00:52+00
T5534	-14.18207196	-169.6585499	2019/06/24 21:00:57+00
T5534	-14.18207422	-169.6585469	2019/06/24 21:01:02+00
T5534	-14.18207732	-169.6585449	2019/06/24 21:01:07+00
T5534	-14.18208151	-169.6585426	2019/06/24 21:01:12+00
T5534	-14.18208872	-169.6585361	2019/06/24 21:01:17+00
T5534	-14.18209501	-169.6585417	2019/06/24 21:01:22+00
T5534	-14.18209693	-169.6585489	2019/06/24 21:01:27+00
T5534	-14.18209551	-169.6585507	2019/06/24 21:01:32+00
T5534	-14.18209945	-169.6585502	2019/06/24 21:01:37+00
T5534	-14.18209936	-169.6585491	2019/06/24 21:01:42+00
T5534	-14.18209903	-169.658545	2019/06/24 21:01:47+00
T5534	-14.18209735	-169.6585391	2019/06/24 21:01:52+00
T5534	-14.1820966	-169.6585354	2019/06/24 21:01:57+00
T5534	-14.18210724	-169.6585367	2019/06/24 21:02:02+00
T5534	-14.18210959	-169.6585305	2019/06/24 21:02:07+00
T5534	-14.18211018	-169.6585261	2019/06/24 21:02:12+00
T5534	-14.1821147	-169.6585176	2019/06/24 21:02:17+00
T5534	-14.18211998	-169.6585211	2019/06/24 21:02:22+00
T5534	-14.18212979	-169.6585316	2019/06/24 21:02:27+00
T5534	-14.18213733	-169.6585267	2019/06/24 21:02:32+00
T5534	-14.18214438	-169.6585189	2019/06/24 21:02:37+00
T5534	-14.18215284	-169.6585126	2019/06/24 21:02:42+00
T5534	-14.18216323	-169.6585012	2019/06/24 21:02:47+00
T5534	-14.18217313	-169.658492	2019/06/24 21:02:52+00
T5534	-14.18218528	-169.6584843	2019/06/24 21:02:57+00
T5534	-14.18219609	-169.658481	2019/06/24 21:03:02+00
T5534	-14.18221118	-169.6584807	2019/06/24 21:03:07+00
T5534	-14.18221897	-169.6584767	2019/06/24 21:03:12+00
T5534	-14.18223029	-169.6584766	2019/06/24 21:03:17+00
T5534	-14.18223968	-169.6584805	2019/06/24 21:03:22+00
T5534	-14.18225041	-169.6584867	2019/06/24 21:03:27+00
T5534	-14.18226256	-169.6584846	2019/06/24 21:03:32+00
T5534	-14.18227631	-169.6584732	2019/06/24 21:03:37+00
T5534	-14.18228259	-169.6584706	2019/06/24 21:03:42+00
T5534	-14.18229198	-169.6584708	2019/06/24 21:03:47+00
T5534	-14.18229743	-169.6584697	2019/06/24 21:03:52+00
T5534	-14.1823064	-169.6584732	2019/06/24 21:03:57+00
T5534	-14.18231386	-169.6584858	2019/06/24 21:04:02+00
T5534	-14.18231252	-169.6585033	2019/06/24 21:04:07+00
T5534	-14.182309	-169.6585161	2019/06/24 21:04:12+00
T5534	-14.1823017	-169.6585281	2019/06/24 21:04:17+00
T5534	-14.18229257	-169.6585411	2019/06/24 21:04:22+00
T5534	-14.18227983	-169.6585594	2019/06/24 21:04:27+00
T5534	-14.18226977	-169.6585738	2019/06/24 21:04:32+00
T5534	-14.18226181	-169.6585812	2019/06/24 21:04:37+00
T5534	-14.18224563	-169.6585877	2019/06/24 21:04:42+00
T5534	-14.18223096	-169.6585934	2019/06/24 21:04:47+00
T5534	-14.18222526	-169.6585982	2019/06/24 21:04:52+00
T5534	-14.18222392	-169.6586001	2019/06/24 21:04:57+00
T5534	-14.18221998	-169.6586053	2019/06/24 21:05:02+00
T5534	-14.18220758	-169.6586166	2019/06/24 21:05:07+00
T5534	-14.18219886	-169.6586201	2019/06/24 21:05:12+00
T5534	-14.18218587	-169.6586223	2019/06/24 21:05:17+00
T5534	-14.1821769	-169.6586283	2019/06/24 21:05:22+00
T5534	-14.18216215	-169.6586371	2019/06/24 21:05:27+00
T5534	-14.18214681	-169.6586448	2019/06/24 21:05:32+00
T5534	-14.18213197	-169.6586516	2019/06/24 21:05:37+00
T5534	-14.18212057	-169.6586557	2019/06/24 21:05:42+00
T5534	-14.18211412	-169.658657	2019/06/24 21:05:47+00
T5534	-14.18210733	-169.6586654	2019/06/24 21:05:52+00
T5534	-14.18210079	-169.6586752	2019/06/24 21:05:57+00
T5534	-14.18209828	-169.6586778	2019/06/24 21:06:02+00
T5534	-14.18209853	-169.6586783	2019/06/24 21:06:07+00
T5534	-14.18209668	-169.6586739	2019/06/24 21:06:12+00
T5534	-14.18209375	-169.6586706	2019/06/24 21:06:17+00
T5534	-14.18209308	-169.6586716	2019/06/24 21:06:22+00
T5534	-14.18209484	-169.6586684	2019/06/24 21:06:27+00
T5534	-14.18209442	-169.6586745	2019/06/24 21:06:32+00
T5534	-14.18209651	-169.6586793	2019/06/24 21:06:37+00
T5534	-14.18209584	-169.6586767	2019/06/24 21:06:42+00
T5534	-14.18209945	-169.6586692	2019/06/24 21:06:47+00
T5534	-14.18209769	-169.6586667	2019/06/24 21:06:52+00
T5534	-14.18208403	-169.6586767	2019/06/24 21:06:57+00
T5534	-14.18207506	-169.658688	2019/06/24 21:07:02+00
T5534	-14.18206123	-169.658705	2019/06/24 21:07:07+00
T5534	-14.18205201	-169.6587109	2019/06/24 21:07:12+00
T5534	-14.18204706	-169.6587177	2019/06/24 21:07:17+00
T5534	-14.18203583	-169.6587284	2019/06/24 21:07:22+00
T5534	-14.18203181	-169.6587408	2019/06/24 21:07:27+00
T5534	-14.18202435	-169.6587506	2019/06/24 21:07:32+00
T5534	-14.18202334	-169.6587561	2019/06/24 21:07:37+00
T5534	-14.18202695	-169.6587607	2019/06/24 21:07:42+00
T5534	-14.18202661	-169.6587675	2019/06/24 21:07:47+00
T5534	-14.18202695	-169.6587767	2019/06/24 21:07:52+00
T5534	-14.18203147	-169.6587815	2019/06/24 21:07:57+00
T5534	-14.18204128	-169.6587813	2019/06/24 21:08:02+00
T5534	-14.18205813	-169.6587742	2019/06/24 21:08:07+00
T5534	-14.18207522	-169.6587628	2019/06/24 21:08:12+00
T5534	-14.18209157	-169.6587526	2019/06/24 21:08:17+00
T5534	-14.18210515	-169.6587473	2019/06/24 21:08:22+00
T5534	-14.18212434	-169.6587349	2019/06/24 21:08:27+00
T5534	-14.18213264	-169.6587229	2019/06/24 21:08:32+00
T5534	-14.18215368	-169.6587062	2019/06/24 21:08:37+00
T5534	-14.18215795	-169.6587022	2019/06/24 21:08:42+00
T5534	-14.18216784	-169.6587052	2019/06/24 21:08:47+00
T5534	-14.18218461	-169.6587002	2019/06/24 21:08:52+00
T5534	-14.18218511	-169.6586978	2019/06/24 21:08:57+00
T5534	-14.18220137	-169.6586825	2019/06/24 21:09:02+00
T5534	-14.18222484	-169.6586664	2019/06/24 21:09:07+00
T5534	-14.18224152	-169.6586605	2019/06/24 21:09:12+00
T5534	-14.18226424	-169.6586596	2019/06/24 21:09:17+00
T5534	-14.18228477	-169.6586635	2019/06/24 21:09:22+00
T5534	-14.18230573	-169.6586637	2019/06/24 21:09:27+00
T5534	-14.18233389	-169.6586609	2019/06/24 21:09:32+00
T5534	-14.18234512	-169.6586613	2019/06/24 21:09:37+00
T5534	-14.18234747	-169.6586716	2019/06/24 21:09:42+00
T5534	-14.18236264	-169.6586737	2019/06/24 21:09:47+00
T5534	-14.18238175	-169.6586739	2019/06/24 21:09:52+00
T5534	-14.18240497	-169.6586716	2019/06/24 21:09:57+00
T5534	-14.18241763	-169.6586702	2019/06/24 21:10:02+00
