ident	Latitude	Longitude	time
T5534	-14.18242324	-169.6586676	2019/06/24 21:10:07+00
T5534	-14.18243011	-169.6586605	2019/06/24 21:10:12+00
T5534	-14.18243246	-169.6586506	2019/06/24 21:10:17+00
T5534	-14.18244042	-169.6586363	2019/06/24 21:10:22+00
T5534	-14.18245761	-169.6586193	2019/06/24 21:10:27+00
T5534	-14.18247286	-169.6586067	2019/06/24 21:10:32+00
T5534	-14.18249147	-169.6586024	2019/06/24 21:10:37+00
T5534	-14.18251125	-169.6586004	2019/06/24 21:10:42+00
T5534	-14.18252106	-169.6586099	2019/06/24 21:10:47+00
T5534	-14.18252449	-169.6586217	2019/06/24 21:10:52+00
T5534	-14.18252131	-169.658633	2019/06/24 21:10:57+00
T5534	-14.18251159	-169.6586415	2019/06/24 21:11:02+00
T5534	-14.1824991	-169.6586549	2019/06/24 21:11:07+00
T5534	-14.18248946	-169.6586671	2019/06/24 21:11:12+00
T5534	-14.1824799	-169.6586782	2019/06/24 21:11:17+00
T5534	-14.18247119	-169.6586925	2019/06/24 21:11:22+00
T5534	-14.18246079	-169.6587048	2019/06/24 21:11:27+00
T5534	-14.18245308	-169.6587161	2019/06/24 21:11:32+00
T5534	-14.18244478	-169.6587245	2019/06/24 21:11:37+00
T5534	-14.1824333	-169.6587316	2019/06/24 21:11:42+00
T5534	-14.18242249	-169.6587401	2019/06/24 21:11:47+00
T5534	-14.18241327	-169.6587474	2019/06/24 21:11:52+00
T5534	-14.18240279	-169.6587572	2019/06/24 21:11:57+00
T5534	-14.18238938	-169.6587666	2019/06/24 21:12:02+00
T5534	-14.18237714	-169.6587681	2019/06/24 21:12:07+00
T5534	-14.18236474	-169.6587765	2019/06/24 21:12:12+00
T5534	-14.18234403	-169.6587877	2019/06/24 21:12:17+00
T5534	-14.18232006	-169.6587982	2019/06/24 21:12:22+00
T5534	-14.18230413	-169.6588073	2019/06/24 21:12:27+00
T5534	-14.1822919	-169.6588122	2019/06/24 21:12:32+00
T5534	-14.18227874	-169.658807	2019/06/24 21:12:37+00
T5534	-14.18226315	-169.6588054	2019/06/24 21:12:42+00
T5534	-14.18224647	-169.6588075	2019/06/24 21:12:47+00
T5534	-14.18223959	-169.6588097	2019/06/24 21:12:52+00
T5534	-14.18223213	-169.6588101	2019/06/24 21:12:57+00
T5534	-14.18222115	-169.6588146	2019/06/24 21:13:02+00
T5534	-14.18220883	-169.658826	2019/06/24 21:13:07+00
T5534	-14.18218913	-169.658843	2019/06/24 21:13:12+00
T5534	-14.18217313	-169.6588578	2019/06/24 21:13:17+00
T5534	-14.18216701	-169.6588634	2019/06/24 21:13:22+00
T5534	-14.18214873	-169.6588762	2019/06/24 21:13:27+00
T5534	-14.18213063	-169.658888	2019/06/24 21:13:32+00
T5534	-14.18211998	-169.6588988	2019/06/24 21:13:37+00
T5534	-14.18211437	-169.6589067	2019/06/24 21:13:42+00
T5534	-14.18210951	-169.6589181	2019/06/24 21:13:47+00
T5534	-14.18210481	-169.6589277	2019/06/24 21:13:52+00
T5534	-14.18210448	-169.6589351	2019/06/24 21:13:57+00
T5534	-14.18209651	-169.6589524	2019/06/24 21:14:02+00
T5534	-14.18208319	-169.6589687	2019/06/24 21:14:07+00
T5534	-14.18207514	-169.6589794	2019/06/24 21:14:12+00
T5534	-14.18207514	-169.6589886	2019/06/24 21:14:17+00
T5534	-14.18208134	-169.6589923	2019/06/24 21:14:22+00
T5534	-14.18209056	-169.6590068	2019/06/24 21:14:27+00
T5534	-14.18210934	-169.6590125	2019/06/24 21:14:32+00
T5534	-14.1821308	-169.6590166	2019/06/24 21:14:37+00
T5534	-14.18215552	-169.6590135	2019/06/24 21:14:42+00
T5534	-14.18217815	-169.6590094	2019/06/24 21:14:47+00
T5534	-14.18219224	-169.6590128	2019/06/24 21:14:52+00
T5534	-14.18221411	-169.6590196	2019/06/24 21:14:57+00
T5534	-14.18223322	-169.6590291	2019/06/24 21:15:02+00
T5534	-14.18224982	-169.6590367	2019/06/24 21:15:07+00
T5534	-14.18226943	-169.659041	2019/06/24 21:15:12+00
T5534	-14.1822841	-169.659043	2019/06/24 21:15:17+00
T5534	-14.18229827	-169.6590369	2019/06/24 21:15:22+00
T5534	-14.18231495	-169.6590283	2019/06/24 21:15:27+00
T5534	-14.18232987	-169.6590204	2019/06/24 21:15:32+00
T5534	-14.18234051	-169.6590083	2019/06/24 21:15:37+00
T5534	-14.18234353	-169.659007	2019/06/24 21:15:42+00
T5534	-14.18234127	-169.6590007	2019/06/24 21:15:47+00
T5534	-14.18233657	-169.6590003	2019/06/24 21:15:52+00
T5534	-14.18233498	-169.6590003	2019/06/24 21:15:57+00
T5534	-14.18233708	-169.6590011	2019/06/24 21:16:02+00
T5534	-14.18232677	-169.6590047	2019/06/24 21:16:07+00
T5534	-14.18232182	-169.6590015	2019/06/24 21:16:12+00
T5534	-14.18232844	-169.6589985	2019/06/24 21:16:17+00
T5534	-14.18233071	-169.6589985	2019/06/24 21:16:22+00
T5534	-14.18233364	-169.6589902	2019/06/24 21:16:27+00
T5534	-14.18233431	-169.6589855	2019/06/24 21:16:32+00
T5534	-14.18234294	-169.6589762	2019/06/24 21:16:37+00
T5534	-14.18235241	-169.6589659	2019/06/24 21:16:42+00
T5534	-14.18234537	-169.6589558	2019/06/24 21:16:47+00
T5534	-14.18233657	-169.658948	2019/06/24 21:16:52+00
T5534	-14.18233934	-169.6589287	2019/06/24 21:16:57+00
T5534	-14.18232358	-169.6589239	2019/06/24 21:17:02+00
T5534	-14.18232626	-169.6589244	2019/06/24 21:17:07+00
T5534	-14.18234085	-169.6589197	2019/06/24 21:17:12+00
T5534	-14.18235367	-169.6589178	2019/06/24 21:17:17+00
T5534	-14.18236407	-169.6589281	2019/06/24 21:17:22+00
T5534	-14.1823794	-169.6589305	2019/06/24 21:17:27+00
T5534	-14.18238938	-169.6589275	2019/06/24 21:17:32+00
T5534	-14.18239365	-169.6589265	2019/06/24 21:17:37+00
T5534	-14.18239055	-169.6589156	2019/06/24 21:17:42+00
T5534	-14.18239977	-169.658907	2019/06/24 21:17:47+00
T5534	-14.18240136	-169.6589024	2019/06/24 21:17:52+00
T5534	-14.1824157	-169.6588997	2019/06/24 21:17:57+00
T5534	-14.18242542	-169.6588964	2019/06/24 21:18:02+00
T5534	-14.18242475	-169.6588938	2019/06/24 21:18:07+00
T5534	-14.18242592	-169.658894	2019/06/24 21:18:12+00
T5534	-14.18243573	-169.6588951	2019/06/24 21:18:17+00
T5534	-14.18244864	-169.6588923	2019/06/24 21:18:22+00
T5534	-14.18245132	-169.6588918	2019/06/24 21:18:27+00
T5534	-14.18245954	-169.6588967	2019/06/24 21:18:32+00
T5534	-14.18247077	-169.658904	2019/06/24 21:18:37+00
T5534	-14.18248954	-169.6589108	2019/06/24 21:18:42+00
T5534	-14.18249826	-169.658912	2019/06/24 21:18:47+00
T5534	-14.18249985	-169.6589197	2019/06/24 21:18:52+00
T5534	-14.18249616	-169.6589276	2019/06/24 21:18:57+00
T5534	-14.18250522	-169.6589423	2019/06/24 21:19:02+00
T5534	-14.18251368	-169.6589471	2019/06/24 21:19:07+00
T5534	-14.18251444	-169.6589552	2019/06/24 21:19:12+00
T5534	-14.182511	-169.6589593	2019/06/24 21:19:17+00
T5534	-14.18252089	-169.6589617	2019/06/24 21:19:22+00
T5534	-14.18252961	-169.6589705	2019/06/24 21:19:27+00
T5534	-14.18254294	-169.6589808	2019/06/24 21:19:32+00
T5534	-14.18255023	-169.6589829	2019/06/24 21:19:37+00
T5534	-14.18255685	-169.6589899	2019/06/24 21:19:42+00
T5534	-14.18257412	-169.6589958	2019/06/24 21:19:47+00
T5534	-14.18259482	-169.6589957	2019/06/24 21:19:52+00
T5534	-14.18261225	-169.6589959	2019/06/24 21:19:57+00
T5534	-14.18262374	-169.6590062	2019/06/24 21:20:02+00
T5534	-14.18263975	-169.6590147	2019/06/24 21:20:07+00
T5534	-14.18264821	-169.6590275	2019/06/24 21:20:12+00
T5534	-14.18266514	-169.6590354	2019/06/24 21:20:17+00
T5534	-14.18267218	-169.659041	2019/06/24 21:20:22+00
T5534	-14.18268224	-169.6590519	2019/06/24 21:20:27+00
T5534	-14.18268031	-169.6590668	2019/06/24 21:20:32+00
T5534	-14.18266615	-169.6590794	2019/06/24 21:20:37+00
T5534	-14.18265819	-169.6590908	2019/06/24 21:20:42+00
T5534	-14.18265207	-169.6591007	2019/06/24 21:20:47+00
T5534	-14.18263379	-169.6591179	2019/06/24 21:20:52+00
T5534	-14.18262667	-169.6591289	2019/06/24 21:20:57+00
T5534	-14.18262491	-169.6591357	2019/06/24 21:21:02+00
T5534	-14.18262181	-169.6591389	2019/06/24 21:21:07+00
T5534	-14.18261628	-169.6591364	2019/06/24 21:21:12+00
T5534	-14.18260496	-169.6591431	2019/06/24 21:21:17+00
T5534	-14.18259155	-169.6591524	2019/06/24 21:21:22+00
T5534	-14.18257554	-169.6591619	2019/06/24 21:21:27+00
T5534	-14.18256381	-169.6591699	2019/06/24 21:21:32+00
T5534	-14.18255157	-169.6591767	2019/06/24 21:21:37+00
T5534	-14.18254126	-169.6591809	2019/06/24 21:21:42+00
T5534	-14.18252173	-169.659186	2019/06/24 21:21:47+00
T5534	-14.18250253	-169.6591907	2019/06/24 21:21:52+00
T5534	-14.18248829	-169.6591952	2019/06/24 21:21:57+00
T5534	-14.18247429	-169.6592	2019/06/24 21:22:02+00
T5534	-14.18245895	-169.6592035	2019/06/24 21:22:07+00
T5534	-14.1824478	-169.6592074	2019/06/24 21:22:12+00
T5534	-14.18243322	-169.6592094	2019/06/24 21:22:17+00
T5534	-14.18241603	-169.6592135	2019/06/24 21:22:22+00
T5534	-14.1823981	-169.659221	2019/06/24 21:22:27+00
T5534	-14.18238997	-169.6592224	2019/06/24 21:22:32+00
T5534	-14.18238527	-169.6592296	2019/06/24 21:22:37+00
T5534	-14.18238569	-169.6592321	2019/06/24 21:22:42+00
T5534	-14.18237899	-169.6592422	2019/06/24 21:22:47+00
T5534	-14.18237127	-169.6592528	2019/06/24 21:22:52+00
T5534	-14.18236029	-169.6592633	2019/06/24 21:22:57+00
T5534	-14.18235225	-169.6592703	2019/06/24 21:23:02+00
T5534	-14.18234386	-169.6592803	2019/06/24 21:23:07+00
T5534	-14.18232752	-169.6592875	2019/06/24 21:23:12+00
T5534	-14.1823178	-169.6592933	2019/06/24 21:23:17+00
T5534	-14.1823007	-169.659307	2019/06/24 21:23:22+00
T5534	-14.18228419	-169.659314	2019/06/24 21:23:27+00
T5534	-14.18227346	-169.6593149	2019/06/24 21:23:32+00
T5534	-14.18227195	-169.6593121	2019/06/24 21:23:37+00
T5534	-14.18227253	-169.659301	2019/06/24 21:23:42+00
T5534	-14.18226248	-169.6593152	2019/06/24 21:23:47+00
T5534	-14.18225158	-169.6593358	2019/06/24 21:23:52+00
T5534	-14.18223976	-169.6593456	2019/06/24 21:23:57+00
T5534	-14.18224001	-169.6593412	2019/06/24 21:24:02+00
T5534	-14.18225016	-169.6593488	2019/06/24 21:24:07+00
T5534	-14.18224873	-169.6593559	2019/06/24 21:24:12+00
T5534	-14.18224546	-169.6593563	2019/06/24 21:24:17+00
T5534	-14.18224546	-169.6593566	2019/06/24 21:24:22+00
T5534	-14.18224588	-169.6593576	2019/06/24 21:24:27+00
T5534	-14.18224471	-169.659358	2019/06/24 21:24:32+00
T5534	-14.18224345	-169.6593573	2019/06/24 21:24:37+00
T5534	-14.18224077	-169.6593576	2019/06/24 21:24:42+00
T5534	-14.18224303	-169.6593595	2019/06/24 21:24:47+00
T5534	-14.18224043	-169.6593601	2019/06/24 21:24:52+00
T5534	-14.18224219	-169.6593618	2019/06/24 21:24:57+00
T5534	-14.18224454	-169.6593607	2019/06/24 21:25:02+00
T5534	-14.18224756	-169.6593601	2019/06/24 21:25:07+00
T5534	-14.18224697	-169.6593594	2019/06/24 21:25:12+00
T5534	-14.1822494	-169.6593602	2019/06/24 21:25:17+00
T5534	-14.1822489	-169.6593605	2019/06/24 21:25:22+00
T5534	-14.18225669	-169.6593621	2019/06/24 21:25:27+00
T5534	-14.18225393	-169.6593666	2019/06/24 21:25:32+00
T5534	-14.18225468	-169.659368	2019/06/24 21:25:37+00
T5534	-14.18225887	-169.6593643	2019/06/24 21:25:42+00
T5534	-14.18226063	-169.659367	2019/06/24 21:25:47+00
T5534	-14.18225753	-169.659364	2019/06/24 21:25:52+00
T5534	-14.1822577	-169.6593638	2019/06/24 21:25:57+00
T5534	-14.18225552	-169.6593656	2019/06/24 21:26:02+00
T5534	-14.18225485	-169.6593659	2019/06/24 21:26:07+00
T5534	-14.18225594	-169.6593678	2019/06/24 21:26:12+00
T5534	-14.18225694	-169.6593704	2019/06/24 21:26:17+00
T5534	-14.18225611	-169.6593689	2019/06/24 21:26:22+00
T5534	-14.18225678	-169.6593686	2019/06/24 21:26:27+00
T5534	-14.18225728	-169.6593638	2019/06/24 21:26:32+00
T5534	-14.18225426	-169.6593672	2019/06/24 21:26:37+00
T5534	-14.18224865	-169.6593726	2019/06/24 21:26:42+00
T5534	-14.18224923	-169.6593627	2019/06/24 21:26:47+00
T5534	-14.18225912	-169.6593563	2019/06/24 21:26:52+00
T5534	-14.18226323	-169.6593564	2019/06/24 21:26:57+00
T5534	-14.18224932	-169.6593413	2019/06/24 21:27:02+00
T5534	-14.18224471	-169.6593275	2019/06/24 21:27:07+00
T5534	-14.18225602	-169.6593171	2019/06/24 21:27:12+00
T5534	-14.18225887	-169.6592877	2019/06/24 21:27:17+00
T5534	-14.18224722	-169.6592653	2019/06/24 21:27:22+00
T5534	-14.18224152	-169.6592413	2019/06/24 21:27:27+00
T5534	-14.18224026	-169.6592227	2019/06/24 21:27:32+00
T5534	-14.18223968	-169.659219	2019/06/24 21:27:37+00
T5534	-14.18223532	-169.6592011	2019/06/24 21:27:42+00
T5534	-14.18221646	-169.6591907	2019/06/24 21:27:47+00
T5534	-14.1821981	-169.6591809	2019/06/24 21:27:52+00
T5534	-14.18218721	-169.6591608	2019/06/24 21:27:57+00
T5534	-14.18218654	-169.6591337	2019/06/24 21:28:02+00
T5534	-14.18218721	-169.6591077	2019/06/24 21:28:07+00
T5534	-14.18217304	-169.6590968	2019/06/24 21:28:12+00
T5534	-14.18215293	-169.6590912	2019/06/24 21:28:17+00
T5534	-14.18214102	-169.6590894	2019/06/24 21:28:22+00
T5534	-14.18213013	-169.6590746	2019/06/24 21:28:27+00
T5534	-14.18212309	-169.6590656	2019/06/24 21:28:32+00
T5534	-14.18212007	-169.6590513	2019/06/24 21:28:37+00
T5534	-14.18211428	-169.6590351	2019/06/24 21:28:42+00
T5534	-14.18210062	-169.6590153	2019/06/24 21:28:47+00
T5534	-14.18208025	-169.6589995	2019/06/24 21:28:52+00
T5534	-14.18206366	-169.6589861	2019/06/24 21:28:57+00
T5534	-14.18205662	-169.658978	2019/06/24 21:29:02+00
T5534	-14.18205511	-169.6589591	2019/06/24 21:29:07+00
T5534	-14.18205427	-169.6589266	2019/06/24 21:29:12+00
T5534	-14.18203834	-169.6589032	2019/06/24 21:29:17+00
T5534	-14.18202158	-169.6588783	2019/06/24 21:29:22+00
T5534	-14.18200708	-169.6588608	2019/06/24 21:29:27+00
T5534	-14.18199996	-169.6588303	2019/06/24 21:29:32+00
T5534	-14.18198587	-169.6588116	2019/06/24 21:29:37+00
T5534	-14.18197649	-169.6587875	2019/06/24 21:29:42+00
T5534	-14.18196743	-169.6587611	2019/06/24 21:29:47+00
T5534	-14.18195738	-169.6587457	2019/06/24 21:29:52+00
T5534	-14.18194539	-169.6587396	2019/06/24 21:29:57+00
T5534	-14.18193131	-169.6587293	2019/06/24 21:30:02+00
T5534	-14.1819189	-169.6587177	2019/06/24 21:30:07+00
T5534	-14.18191127	-169.6587032	2019/06/24 21:30:12+00
T5534	-14.18189594	-169.6586927	2019/06/24 21:30:17+00
T5534	-14.1818806	-169.6586716	2019/06/24 21:30:22+00
T5534	-14.18186937	-169.6586477	2019/06/24 21:30:27+00
T5534	-14.18185528	-169.658625	2019/06/24 21:30:32+00
T5534	-14.18184112	-169.6586076	2019/06/24 21:30:37+00
T5534	-14.18181907	-169.6585836	2019/06/24 21:30:42+00
T5534	-14.18180055	-169.6585651	2019/06/24 21:30:47+00
T5534	-14.18178538	-169.6585404	2019/06/24 21:30:52+00
T5534	-14.1817713	-169.6585134	2019/06/24 21:30:57+00
T5534	-14.18175663	-169.6584949	2019/06/24 21:31:02+00
T5534	-14.18174012	-169.6584746	2019/06/24 21:31:07+00
T5534	-14.1817252	-169.6584588	2019/06/24 21:31:12+00
T5534	-14.18170994	-169.6584414	2019/06/24 21:31:17+00
T5534	-14.18169226	-169.6584219	2019/06/24 21:31:22+00
T5534	-14.18167172	-169.6584128	2019/06/24 21:31:27+00
T5534	-14.18165429	-169.6584022	2019/06/24 21:31:32+00
T5534	-14.18163962	-169.6583861	2019/06/24 21:31:37+00
T5534	-14.18163023	-169.6583641	2019/06/24 21:31:42+00
T5534	-14.18161992	-169.6583466	2019/06/24 21:31:47+00
T5534	-14.18160978	-169.6583276	2019/06/24 21:31:52+00
T5534	-14.18160098	-169.6583064	2019/06/24 21:31:57+00
T5534	-14.18159125	-169.6582837	2019/06/24 21:32:02+00
T5534	-14.18157617	-169.6582671	2019/06/24 21:32:07+00
T5534	-14.18156334	-169.6582538	2019/06/24 21:32:12+00
T5534	-14.1815589	-169.6582377	2019/06/24 21:32:17+00
T5534	-14.18154842	-169.6582252	2019/06/24 21:32:22+00
T5534	-14.18153308	-169.6582221	2019/06/24 21:32:27+00
T5534	-14.18153174	-169.6582111	2019/06/24 21:32:32+00
T5534	-14.18153233	-169.6581954	2019/06/24 21:32:37+00
T5534	-14.18152269	-169.6581769	2019/06/24 21:32:42+00
T5534	-14.18151515	-169.6581636	2019/06/24 21:32:47+00
T5534	-14.18151297	-169.6581448	2019/06/24 21:32:52+00
T5534	-14.18149956	-169.6581244	2019/06/24 21:32:57+00
T5534	-14.18148187	-169.6581086	2019/06/24 21:33:02+00
T5534	-14.18146846	-169.658102	2019/06/24 21:33:07+00
T5534	-14.18144776	-169.6581	2019/06/24 21:33:12+00
T5534	-14.18143191	-169.6580865	2019/06/24 21:33:17+00
T5534	-14.18141909	-169.658075	2019/06/24 21:33:22+00
T5534	-14.18140878	-169.6580574	2019/06/24 21:33:27+00
T5534	-14.18139889	-169.6580421	2019/06/24 21:33:32+00
T5534	-14.18138908	-169.65803	2019/06/24 21:33:37+00
T5534	-14.18138766	-169.6580184	2019/06/24 21:33:42+00
T5534	-14.18138422	-169.6580148	2019/06/24 21:33:47+00
T5534	-14.18138548	-169.6580106	2019/06/24 21:33:52+00
T5534	-14.18137073	-169.6579968	2019/06/24 21:33:57+00
T5534	-14.18134633	-169.6579765	2019/06/24 21:34:02+00
T5534	-14.1813237	-169.6579499	2019/06/24 21:34:07+00
T5534	-14.18129864	-169.6579311	2019/06/24 21:34:12+00
T5534	-14.18127794	-169.6579117	2019/06/24 21:34:17+00
T5534	-14.1812507	-169.657894	2019/06/24 21:34:22+00
T5534	-14.1812305	-169.6578768	2019/06/24 21:34:27+00
T5534	-14.18120326	-169.657854	2019/06/24 21:34:32+00
T5534	-14.18117358	-169.6578398	2019/06/24 21:34:37+00
T5534	-14.18115389	-169.6578268	2019/06/24 21:34:42+00
T5534	-14.18113712	-169.6578275	2019/06/24 21:34:47+00
T5534	-14.18112832	-169.6578208	2019/06/24 21:34:52+00
T5534	-14.18111902	-169.6578246	2019/06/24 21:34:57+00
T5534	-14.18112463	-169.6578064	2019/06/24 21:35:02+00
T5534	-14.18112715	-169.6577843	2019/06/24 21:35:07+00
T5534	-14.18112606	-169.6577674	2019/06/24 21:35:12+00
T5534	-14.18111634	-169.6577586	2019/06/24 21:35:17+00
T5534	-14.18110703	-169.657753	2019/06/24 21:35:22+00
T5534	-14.181102	-169.6577461	2019/06/24 21:35:27+00
T5534	-14.18110527	-169.6577469	2019/06/24 21:35:32+00
T5534	-14.18110142	-169.657748	2019/06/24 21:35:37+00
T5534	-14.181101	-169.6577376	2019/06/24 21:35:42+00
T5534	-14.18109773	-169.6577283	2019/06/24 21:35:47+00
T5534	-14.18109471	-169.6577261	2019/06/24 21:35:52+00
T5534	-14.18109161	-169.6577331	2019/06/24 21:35:57+00
T5534	-14.18109404	-169.6577361	2019/06/24 21:36:02+00
T5534	-14.18109639	-169.6577406	2019/06/24 21:36:07+00
T5534	-14.18110024	-169.65774	2019/06/24 21:36:12+00
T5534	-14.18110427	-169.6577361	2019/06/24 21:36:17+00
T5534	-14.18110695	-169.6577329	2019/06/24 21:36:22+00
T5534	-14.18110955	-169.6577311	2019/06/24 21:36:27+00
T5534	-14.18111323	-169.6577275	2019/06/24 21:36:32+00
T5534	-14.18110921	-169.6577289	2019/06/24 21:36:37+00
T5534	-14.18110879	-169.6577268	2019/06/24 21:36:42+00
T5534	-14.18110712	-169.6577264	2019/06/24 21:36:47+00
T5534	-14.18110896	-169.6577257	2019/06/24 21:36:52+00
T5534	-14.18111248	-169.6577251	2019/06/24 21:36:57+00
T5534	-14.18111298	-169.6577271	2019/06/24 21:37:02+00
T5534	-14.18110762	-169.6577347	2019/06/24 21:37:07+00
T5534	-14.18111248	-169.6577339	2019/06/24 21:37:12+00
T5534	-14.18111055	-169.6577298	2019/06/24 21:37:17+00
T5534	-14.18111692	-169.6577283	2019/06/24 21:37:22+00
T5534	-14.18111893	-169.6577287	2019/06/24 21:37:27+00
T5534	-14.18111994	-169.6577247	2019/06/24 21:37:32+00
T5534	-14.18111944	-169.6577265	2019/06/24 21:37:37+00
T5534	-14.18111969	-169.6577349	2019/06/24 21:37:42+00
T5534	-14.18112086	-169.6577339	2019/06/24 21:37:47+00
T5534	-14.18112111	-169.6577327	2019/06/24 21:37:52+00
T5534	-14.18112279	-169.6577328	2019/06/24 21:37:57+00
T5534	-14.18112237	-169.6577323	2019/06/24 21:38:02+00
T5534	-14.18112103	-169.657732	2019/06/24 21:38:07+00
T5534	-14.18111835	-169.657734	2019/06/24 21:38:12+00
T5534	-14.18111818	-169.6577269	2019/06/24 21:38:17+00
T5534	-14.18111516	-169.6577257	2019/06/24 21:38:22+00
T5534	-14.18111382	-169.6577266	2019/06/24 21:38:27+00
T5534	-14.18111399	-169.6577289	2019/06/24 21:38:32+00
T5534	-14.18111634	-169.6577295	2019/06/24 21:38:37+00
T5534	-14.18111256	-169.6577369	2019/06/24 21:38:42+00
T5534	-14.18111323	-169.6577355	2019/06/24 21:38:47+00
T5534	-14.18111541	-169.6577356	2019/06/24 21:38:52+00
T5534	-14.18111969	-169.6577336	2019/06/24 21:38:57+00
T5534	-14.18111935	-169.657736	2019/06/24 21:39:02+00
T5534	-14.18111784	-169.657738	2019/06/24 21:39:07+00
T5534	-14.18111969	-169.6577386	2019/06/24 21:39:12+00
T5534	-14.18112187	-169.657742	2019/06/24 21:39:17+00
T5534	-14.18112212	-169.6577485	2019/06/24 21:39:22+00
T5534	-14.18109932	-169.657747	2019/06/24 21:39:27+00
T5534	-14.18108038	-169.657736	2019/06/24 21:39:32+00
T5534	-14.18106311	-169.657728	2019/06/24 21:39:37+00
T5534	-14.1810471	-169.6577085	2019/06/24 21:39:42+00
T5534	-14.18104241	-169.6576917	2019/06/24 21:39:47+00
T5534	-14.18103252	-169.6576709	2019/06/24 21:39:52+00
T5534	-14.18102313	-169.6576548	2019/06/24 21:39:57+00
T5534	-14.1810093	-169.6576361	2019/06/24 21:40:02+00
T5534	-14.181001	-169.6576221	2019/06/24 21:40:07+00
T5534	-14.18099689	-169.6576128	2019/06/24 21:40:12+00
T5534	-14.18097485	-169.6576155	2019/06/24 21:40:17+00
T5534	-14.18095867	-169.6576081	2019/06/24 21:40:22+00
T5534	-14.18094241	-169.6575927	2019/06/24 21:40:27+00
T5534	-14.18092967	-169.6575719	2019/06/24 21:40:32+00
T5534	-14.18091995	-169.6575543	2019/06/24 21:40:37+00
T5534	-14.18090226	-169.6575377	2019/06/24 21:40:42+00
T5534	-14.18088483	-169.6575293	2019/06/24 21:40:47+00
T5534	-14.18087603	-169.6575245	2019/06/24 21:40:52+00
T5534	-14.18086823	-169.6575104	2019/06/24 21:40:57+00
T5534	-14.18086102	-169.657491	2019/06/24 21:41:02+00
T5534	-14.18085096	-169.6574741	2019/06/24 21:41:07+00
T5534	-14.18083571	-169.6574589	2019/06/24 21:41:12+00
T5534	-14.18081827	-169.6574447	2019/06/24 21:41:17+00
T5534	-14.18079992	-169.6574358	2019/06/24 21:41:22+00
T5534	-14.18077796	-169.6574279	2019/06/24 21:41:27+00
T5534	-14.18076371	-169.6574186	2019/06/24 21:41:32+00
T5534	-14.180742	-169.6574036	2019/06/24 21:41:37+00
T5534	-14.18071409	-169.6573849	2019/06/24 21:41:42+00
T5534	-14.18069288	-169.6573734	2019/06/24 21:41:47+00
T5534	-14.18069271	-169.6573616	2019/06/24 21:41:52+00
T5534	-14.18069221	-169.6573563	2019/06/24 21:41:57+00
T5534	-14.18068819	-169.6573557	2019/06/24 21:42:02+00
T5534	-14.18068031	-169.6573444	2019/06/24 21:42:07+00
T5534	-14.18066413	-169.6573396	2019/06/24 21:42:12+00
T5534	-14.18065164	-169.6573308	2019/06/24 21:42:17+00
T5534	-14.18063513	-169.6573144	2019/06/24 21:42:22+00
T5534	-14.1806296	-169.65731	2019/06/24 21:42:27+00
T5534	-14.1806239	-169.6573073	2019/06/24 21:42:32+00
T5534	-14.18062231	-169.6573124	2019/06/24 21:42:37+00
T5534	-14.18062474	-169.6573098	2019/06/24 21:42:42+00
T5534	-14.18061283	-169.6573128	2019/06/24 21:42:47+00
T5534	-14.18061619	-169.657311	2019/06/24 21:42:52+00
T5534	-14.18061761	-169.6573108	2019/06/24 21:42:57+00
T5534	-14.18061661	-169.6573108	2019/06/24 21:43:02+00
T5534	-14.18061971	-169.6573098	2019/06/24 21:43:07+00
T5534	-14.18061644	-169.6573091	2019/06/24 21:43:12+00
T5534	-14.18061635	-169.6573046	2019/06/24 21:43:17+00
T5534	-14.18061728	-169.6573043	2019/06/24 21:43:22+00
T5534	-14.18061912	-169.6573025	2019/06/24 21:43:27+00
T5534	-14.18061585	-169.6573041	2019/06/24 21:43:32+00
T5534	-14.18061602	-169.6573033	2019/06/24 21:43:37+00
T5534	-14.18060403	-169.6572994	2019/06/24 21:43:42+00
T5534	-14.18057847	-169.6572964	2019/06/24 21:43:47+00
T5534	-14.1805576	-169.6572909	2019/06/24 21:43:52+00
T5534	-14.18053136	-169.6572628	2019/06/24 21:43:57+00
T5534	-14.18050814	-169.6572306	2019/06/24 21:44:02+00
T5534	-14.1804809	-169.6571946	2019/06/24 21:44:07+00
T5534	-14.18045626	-169.6571585	2019/06/24 21:44:12+00
T5534	-14.18043212	-169.6571192	2019/06/24 21:44:17+00
T5534	-14.18040278	-169.6570804	2019/06/24 21:44:22+00
T5534	-14.18038007	-169.6570554	2019/06/24 21:44:27+00
T5534	-14.18035886	-169.6570328	2019/06/24 21:44:32+00
T5534	-14.18032961	-169.6570161	2019/06/24 21:44:37+00
T5534	-14.18030329	-169.6569943	2019/06/24 21:44:42+00
T5534	-14.18027345	-169.6569788	2019/06/24 21:44:47+00
T5534	-14.18024805	-169.6569654	2019/06/24 21:44:52+00
T5534	-14.18024923	-169.6569519	2019/06/24 21:44:57+00
T5534	-14.18025778	-169.656956	2019/06/24 21:45:02+00
T5534	-14.18025283	-169.6569556	2019/06/24 21:45:07+00
T5534	-14.18025258	-169.6569503	2019/06/24 21:45:12+00
T5534	-14.18025878	-169.6569453	2019/06/24 21:45:17+00
T5534	-14.18026809	-169.65694	2019/06/24 21:45:22+00
T5534	-14.18027018	-169.6569404	2019/06/24 21:45:27+00
