% Device,CC1903002
% File name,CC1903002_20190624_211409
% Cast time (UTC),2019-06-24 21:14:09
% Cast time (local),2019-06-24 10:14:09
% Sample type,Invalid
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1828556
% Start longitude,-169.6598428
% Start altitude,48.199001312255859
% Start GPS horizontal error(Meter),28.886999130249023
% Start GPS vertical error(Meter),59.499000549316406
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),1.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale)
