% Device,CC1903002
% File name,CC1903002_20190624_214336
% Cast time (UTC),2019-06-24 21:43:36
% Cast time (local),2019-06-24 10:43:36
% Sample type,Point measurement
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1810152
% Start longitude,-169.6580899
% Start altitude,24.367000579833984
% Start GPS horizontal error(Meter),27.920000076293945
% Start GPS vertical error(Meter),29.617000579833984
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),7.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale)
0.34065818786621094,0.34065818786621094,29.589704513549805,53430.304436361796,35.283678867289709
