% Device,CC1903002
% File name,CC1903002_20190624_214515
% Cast time (UTC),2019-06-24 21:45:15
% Cast time (local),2019-06-24 10:45:15
% Sample type,Point measurement
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-14.1808205
% Start longitude,-169.6578027
% Start altitude,26.715000152587891
% Start GPS horizontal error(Meter),53.349998474121094
% Start GPS vertical error(Meter),37.889999389648438
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),14
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-31
% Temperature calibration date,2019-01-30
% Pressure calibration date,2019-01-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale)
0.22406864166259766,0.22406864166259766,29.552179336547852,53435.637296291148,35.287841586974089
